"","SP_ID","Int_Name","PA_type","PA_DEF","IUCN_CAT","RealmNr","Biodiversity","Wilderness","ClimateStability","LandUseStability","Size","ClimateProtection"
"238",224,"Cross River",NA,1,"II",3,0.577250145508624,0.685287005409034,0.919703591280173,0.406186430856209,0.194236305372777,0.542213457704107
"240",551,"Cuelei","KBA",NA,NA,3,0.12488368422583,0.643974250350327,0.601085515592649,0.771550639634831,0.113680598937114,0.160706607985761
"249",603,"Daalo","KBA",NA,NA,3,0.0996049541857335,0.490486373410787,0.312915018983113,0.801034814779853,0.0766495879375773,0.213404418484107
"260",1278,"Daraina - Loky - Manambato NPA","KBA",NA,NA,3,0.718359648823922,0.549753053304531,0.45380312781708,0.618371889280333,0.13407740129199,0.144920932234415
"261",1002,"Daraina Forest","KBA",NA,NA,3,0.718101859186618,0.549817873005587,0.452323952374345,0.618198412889076,0.137078504983287,0.144788207031122
"273",602,"Delta du Saloum","KBA",NA,NA,3,0.168613159400419,0.51144305355606,0.341586388597915,0.823368411310736,0.216576141319465,0.0446572867612703
"281",582,"Dida Galgalu desert","KBA",NA,NA,3,0.178604257822616,0.585208102730169,0.413385504003495,0.669570390220665,0.35151759099913,0.125529648361488
"282",184,"Digya",NA,1,"II",3,0.286499611279017,0.74291220550895,0.639113919357013,0.512522401872569,0.150840455729281,0.132410193828224
"283",592,"Dilia de Lagané","KBA",NA,NA,3,0.0508751187638036,0.655621149231307,0.469146766927834,0.685301256454402,0.370352452375422,0.0322461870101
"284",237,"Dinder",NA,1,"II",3,0.116988218134606,0.218581907160107,0.659834338294976,0.637021136799215,0.427747162164326,0.137187152728423
"285",540,"Dja Faunal Reserve",NA,1,"Not Applicable",3,0.373209387600609,0.795384553079255,0.683682082015808,0.653872268421561,0.33573738903554,0.9237456926796
"296",581,"Dulombi","KBA",NA,NA,3,0.191349322124727,0.626407924909567,0.363250312428699,0.443269327757231,0.0766005492119218,0.183692251441029
"308",590,"Eastern Caprivi wetlands","KBA",NA,NA,3,0.251840103834333,0.499122331417293,0.511956905231049,0.774815185234592,0.24983823021302,0.143344185333127
"315",541,"Ecosystem and Relict Cultural Landscape of Lopé-Okanda",NA,1,"Not Applicable",3,0.355098908411758,0.686769800145311,0.745645765998047,0.777614050059512,0.294985407531253,0.804166163489297
"328",596,"En Nahud","KBA",NA,NA,3,0.0562347543246314,0.194632631871796,0.659796330802207,0.599458659212094,0.699142043282486,0.026518848016184
"330",542,"Ennedi Natural and Cultural Reserve",NA,1,"Not Applicable",3,0.0116417160337221,0.613404754010024,0.446104614335004,0.798438246290628,0.685946140274637,0.00966415656681635
"346",222,"Etosha",NA,1,"II",3,0.214595332793771,0.507652208713707,0.438211368381161,0.822206049452938,0.678551451168637,0.085655824420034
"350",594,"Falgore and Lame Burra Game Reserves","KBA",NA,NA,3,0.181397217160105,0.311684624726755,0.727025410387343,0.799907907658482,0.161363837238237,0.294146570188183
"351",610,"Far Waamo","KBA",NA,NA,3,0.213541341232489,0.406043310738168,0.403219988526965,0.760856341308613,0.143577517804154,0.278006106507706
"353",490,"Faro",NA,1,"II",3,0.250045623678035,0.507913112650248,0.765242693759855,0.673170903669404,0.208940293042238,0.147276724620299
"354",1244,"Fazao-Malfakassa National Park","KBA",NA,NA,3,0.258089443771913,0.782957480225282,0.55889872571949,0.667031264472113,0.0877845761483647,0.151102083389562
"355",600,"Ferlo North","KBA",NA,NA,3,0.0900157467380396,0.529357144168344,0,0.807403473727837,0.305472130151672,0.0611450869536993
"356",601,"Ferlo South","KBA",NA,NA,3,0.131512872379251,0.511946429405914,0.248567516795348,0.808601378696746,0.374375118815571,0.0738498968019991
"366",577,"Gamba Protected Areas Complex","KBA",NA,NA,3,0.320235302736875,0.64262098097838,0.801656430174914,0.786492682100922,0.524324126258159,0.754263921075192
"367",290,"Gambella",NA,1,"II",3,0.191050843031242,0.451036513609637,0.701421104295123,0.647490406955974,0.264927068883353,0.0959568577425277
"371",494,"Garamba",NA,1,"II",3,0.345480651904278,0.648386922082182,0.585896968540235,0.745412765873745,0.295713861213254,0.18553762469595
"374",228,"Gashaka-Gumti",NA,1,"II",3,0.355805362558967,0.640115366441394,0.674776618895955,0.690586675683133,0.338240043991524,0.218140323890758
"377",69,"Gemsbok",NA,1,"Ib",3,0.0867082754825305,0.553504178667435,0.710805782705157,0.7975298916958,0.708977664404069,0.0300419680476524
"379",595,"Gezira","KBA",NA,NA,3,0.0910409070505041,0.168025417949304,0.687451111404158,0.617545148436874,0.525960900621833,0.0124220092186679
"394",273,"Gonarezhou",NA,1,"II",3,0.279049043318943,0.567146601134854,0.358483956802066,0.746643312945614,0.293948637620471,0.150857535048613
"400",829,"Gorongosa Mountain and National Park","KBA",NA,NA,3,0.324419716957515,0.536928733504135,0.675309528760854,0.760521286777529,0.246586409627145,0.180209098358843
"406",869,"Grasslands","KBA",NA,NA,3,0.330580893451543,0.349926044727102,0.632110503750273,1,0.491037852220304,0.0552597949928497
"413",1084,"Greater Addo complex","KBA",NA,NA,3,0.280341368516986,0.177650394789463,0.72738446107687,0.744656946904789,0.106719494782106,0.157390685439287
"414",822,"Greater Mahale","KBA",NA,NA,3,0.26890660873837,0.668350419791819,0.625552693708758,0.444164135350276,0.437547687776291,0.261490148537757
"415",1243,"Grebo","KBA",NA,NA,3,0.350421050443676,0.643622364597753,0.588595736056776,0.681681548897176,0.155379367994328,0.646454022314853
"425",593,"Hadejia-Nguru wetlands","KBA",NA,NA,3,0.0984577951333752,0.444154275435853,0.830163542342338,0.716384557176136,0.151378134926406,0.0292291027995091
"430",815,"Harena-Kokosa","KBA",NA,NA,3,0.321272936649498,0.811841051475689,0.742940222834739,0.620719900820546,0.0912074401213561,0.322724763049338
"441",1090,"Hluhluwe - Mkhuze lowveld","KBA",NA,NA,3,0.359369223176622,0.36449473542171,0.674536306124463,0.890641372522775,0.254405190842593,0.182552190962978
"455",274,"Hwange",NA,1,"II",3,0.228869042519184,0.54607393957405,0.5996382583914,0.73049658443286,0.567330971253676,0.174502209056067
"462",598,"Imatong mountains","KBA",NA,NA,3,0.335163922158234,0.560666113994499,0.62032746284793,0.448810846930003,0.332098992048822,0.18312158026282
"469",817,"Irangi Forest","KBA",NA,NA,3,0.485832155441312,0.777440298939887,0.82994629009643,0.39362278078597,0.230620684497542,0.9976615903301
"473",1260,"iSimangaliso Wetland Park","KBA",NA,NA,3,0.335883015068176,0.371967344717636,0.671028336289326,0.838116539875728,0.0901664438461988,0.14441715464597
"475",1288,"Itombwe Mountains","KBA",NA,NA,3,0.664432543718685,0.715554871992192,0.73764452057551,0.667294354443112,0.422121279191651,0.695207894066766
"480",230,"Jabal Samhan Nature Reserve",NA,1,"II",3,0.0850769860149154,0.641899115610944,0.520756282948015,0.784768507679746,0.289159873733972,0.000954903118742629
"493",1329,"Jowhar - Warshiikh","KBA",NA,NA,3,0.1943733633865,0.375941844615689,0.527530613827173,0.781132321317059,0.10859575759166,0.104828370649955
"497",175,"Kabore-Tambi",NA,1,"II",3,0.136580466892396,0.334296547432767,0.88701444707001,0.671436163887666,0,0.138871718828429
"499",356,"Kafue",NA,1,"II",3,0.25107779206224,0.615003210013853,0.674364365885437,0.757842876388938,0.671782499663163,0.169326775432846
"500",627,"Kafue Flats","KBA",NA,NA,3,0.243541429941764,0.563625093655522,0.533495157980727,0.733225549633981,0.354548903589078,0.159540257584537
"502",492,"Kahuzi-Biega",NA,1,"II",3,0.600816218806752,0.749381072457499,0.854541814803796,0.540800152880881,0.372563415886381,0.952955516513681
"503",225,"Kainji Lake",NA,1,"II",3,0.168592934551912,0.433669936537669,0.849899424960074,0.754796555941803,0.336335848558348,0.160470089485415
"505",860,"Kalahari-Gemsbok National Park","KBA",NA,NA,3,0.0781509169677865,0.451316616727451,0.631776843637551,0.796392424561716,0.460635442834158,0.0231494138214139
