"","SP_ID","Int_Name","PA_type","PA_DEF","IUCN_CAT","RealmNr","Biodiversity","Wilderness","ClimateStability","LandUseStability","Size","ClimateProtection"
"900",783,"Parque Nacional da Serra da Bodoquena e Entorno","KBA",NA,NA,6,0.277994879675734,0.48188448205834,0.698341029343008,0.535612553883916,0.573474429849487,0.219471820776099
"901",415,"Parque Nacional Da Serra Da Cutia",NA,1,"II",6,0.336383266690958,0.850314376191528,0.802762880110673,0.840695595985858,0.554134310810995,0.631315559236526
"902",424,"Parque Nacional Da Serra Do Divisor",NA,1,"II",6,0.459220812676592,0.900795485797626,0.804524907478961,0.840656465378523,0.702533281838963,0.903223369295474
"903",423,"Parque Nacional Da Serra Do Pardo",NA,1,"II",6,0.298195052169703,0.865476027162239,0.700386296799037,0.856192069713293,0.616059196390641,0.63642097840457
"904",387,"Parque Nacional Das Nascentes Do Rio Parnaiba",NA,1,"II",6,0.232673265386343,0.423322329423881,0.658633578579226,0.802768340919362,0.687348881485733,0.0993435586201518
"905",411,"Parque Nacional De Anavilhanas",NA,1,"II",6,0.417651040295556,0.860909965251382,0.778858154057185,0.861002457255018,0.583156263201212,0.799947714694681
"906",419,"Parque Nacional De Pacaás Novos",NA,1,"II",6,0.336172586702679,0.526137510101018,0.731409618755159,0.716291565707975,0.6796196710586,0.619484471632377
"907",412,"Parque Nacional Do Acari",NA,1,"II",6,0.352975515442961,0.961805898387073,0.781980687342435,0.858830092370612,0.711813983388401,0.854978821746734
"908",432,"Parque Nacional Do Araguaia",NA,1,"II",6,0.245796287057574,0.555576966269158,0.689358595412395,0.79243832954315,0.646256018048629,0.189948311778606
"909",436,"Parque Nacional Do Boqueirão Da Onça",NA,1,"II",6,0.358801578019669,0.55096608108059,0.767888263748984,0.789681436356648,0.581798034375894,0.206090104804524
"910",782,"Parque Nacional do Cabo Orange","KBA",NA,NA,6,0.361710209644594,0.8644804167673,0.850837612114922,0.858462632094776,0.604859479060588,0.588757289664018
"911",429,"Parque Nacional Do Jaú",NA,1,"II",6,0.369331514346689,0.977095408910446,0.818974459061455,0.861893551323273,0.844865353350338,0.798534931516253
"912",418,"Parque Nacional Do Jamanxim",NA,1,"II",6,0.315059364494797,0.905066314904954,0.751041663433721,0.860807289127821,0.706632717159948,0.816568444648479
"913",427,"Parque Nacional Do Juruena",NA,1,"II",6,0.339567697656301,0.949240943312894,0.820593896388208,0.84660517987031,0.818748896587019,0.816859961792787
"914",417,"Parque Nacional Do Pico Da Neblina",NA,1,"II",6,0.397431059520406,0.972928850904193,0.683405804088289,0.862123072668069,0.838031699836632,0.75666995736239
"915",431,"Parque Nacional Do Rio Novo",NA,1,"II",6,0.303815990789004,0.914235392863444,0.731245030440604,0.853873568987593,0.641935594963115,0.750294485242619
"916",414,"Parque Nacional Dos Campos Amazônicos",NA,1,"II",6,0.352248604335287,0.862782598502635,0.813207452315937,0.847614112351612,0.721402602111121,0.716689545518165
"917",407,"Parque Nacional Grande Sertão Veredas",NA,1,"II",6,0.275771569354333,0.467208707676162,0.661852962707775,0.647391886972723,0.52594832330502,0.0949271537006854
"918",1080,"Parque Nacional Llanganates","KBA",NA,NA,6,0.859233833226652,0.520435615115816,0.876045939015712,0.850090031955378,0.519270296774938,0.540441797098166
"919",1051,"Parque Nacional Los Alerces y Laguna Terraplén","KBA",NA,NA,6,0.0963248285498506,0.634255257301054,0.559669681785478,0.954835922181401,0.540777134612847,0.63812621278034
"920",422,"Parque Nacional Mapinguari",NA,1,"II",6,0.418560544110117,0.911588401963929,0.834704480354718,0.847359814079522,0.805537973389319,0.74616017168598
"921",406,"Parque Nacional Montanhas Do Tumucumaque",NA,1,"II",6,0.399982374755561,0.974699660044849,0.867782421101173,0.858027254849872,0.91200690846734,0.937112378604496
"922",434,"Parque Nacional Nascentes Do Lago Jari",NA,1,"II",6,0.359760395067282,0.953138961521265,0.754388984742694,0.861954985685107,0.698430569885388,0.842472435879895
"923",1070,"Parque Nacional Natural Amacayacu","KBA",NA,NA,6,0.426427603022784,0.935591871928138,0.690541252425416,0.8638437203365,0.544747876534603,0.837033325308298
"924",1072,"Parque Nacional Natural El Tuparro","KBA",NA,NA,6,0.305523560923281,0.438653024221636,0.800658057629891,0.877756702352688,0.64472295004048,0.228154750801429
"925",421,"Parque Nacional Serra Da Mocidade",NA,1,"II",6,0.31055606728599,0.963222794307063,0.700661087921286,0.85407728306295,0.586676399614399,0.706818579242959
"926",425,"Parque Nacional Serra Das Confusões",NA,1,"II",6,0.202695048409029,0.59017084851333,0.735086868305445,0.848879081454872,0.700262429726348,0.259276195206263
"927",1308,"Parque Nacional Sumaco-Napo Galeras","KBA",NA,NA,6,0.903168347229741,0.616392492688624,0.942334032463495,0.818879877625215,0.511755304950919,0.724448675585995
"929",1062,"Pastizales de La Travesía y Buena Esperanza","KBA",NA,NA,6,0.058115559046208,0.197131303680101,0.835644524343542,0.0959232241375894,0.553499119703807,0.0295339910373344
"930",334,"Patagonia",NA,1,"II",6,0.176326984232939,0.600687213678063,0.69147945363096,1,0.562134167332048,0.264542577008447
"937",534,"Península Valdés",NA,1,"Not Applicable",6,0,0.117812516549933,0.576238893951857,0.977481048249431,0.59514206589812,0.00962941672196029
"938",269,"Perijá",NA,1,"II",6,0.434210406777223,0.590541282335554,0.783277853213868,0.850455970851428,0.559263230848403,0.346007132969208
"949",1349,"Pompeu","KBA",NA,NA,6,0.297581131207715,0.41086568384914,0.602119131609095,0.606433103504933,0.555136390083579,0.128898332716627
"958",312,"Pumalín Douglas Tompkins",NA,1,"II",6,0.0613333978004694,0.765880301667289,0.613906374559292,0.862586096635574,0.601350674905429,0.758008515775414
"988",1310,"Río Abiseo National Park buffer zone","KBA",NA,NA,6,0.552277843415655,0.686430801567247,0.783578103599435,0.622231595239399,0.666738510631376,0.501166451906776
"989",1074,"Río Conambo-Bobonaza","KBA",NA,NA,6,0.637416496814879,0.872997712687431,0.930347928575271,0.779345645399933,0.708019054131123,0.790807704488985
"990",698,"Río Negro - Pantanal","KBA",NA,NA,6,0.211916959449484,0.367222506504895,0.814439184885168,0.63159392933758,0.513589698174982,0.195413397005241
"991",512,"Río Plátano Biosphere Reserve",NA,1,"Not Applicable",6,0.297707623313636,0.777112246441652,0.699399843442055,0.839559939079912,0.63342206047233,0.305552969368577
"994",1342,"Ramis y Arapa (Lago Titicaca, sector Peruano)","KBA",NA,NA,6,0.248063427893425,0.501311438463535,0.644511556572401,0.690395310888362,0.625610847844378,0.0276344185672335
