,ID,SP_ID,Int_Name,Area_Rep,Area_GIS,PA_type,PA_DEF,IUCN_CAT,RealmNr,COUNTRY,ISO3,ODA_status,ODA,SR_B,Prop_SR_B,SR_M,Prop_SR_M,SR_A,Prop_SR_A,SR_R,Prop_SR_R,RSR_B,RSR_M,RSR_A,RSR_R,PE_WMean_B,PE_Max_B,PE_WMean_M,PE_Max_M,PE_WMean_A,PE_Max_A,PE_WMean_R,PE_Max_R,TO_PAbird,TO_PA_weightbird,TO_PAmammal,TO_PA_weightmammal,TO_PAamphibian,TO_PA_weightamphibian,TO_PAreptile,TO_PA_weightreptile,HFP_WMean,HFP_Max,HFPRisk_around,BaseCarbon_WMean,BaseCarbon_WSum,VulCarbon_WMean,VulCarbon_WSum,IrrCarbon_WMean,IrrCarbon_WSum,BII_WMean,BII_Max,BioAnth_WMean,BioAnth_Max,TreeCover_WMean,TreeCover_Max,BioCropRisk,CropRisk,PastureRisk
673,1001,661,Rawa di Pesisir Kapuas,NA,7582.740462,KBA,NA,NA,4,Indonesia,IDN,Lower Middle Income Countries and Territories,yes,275,0.027828375,119,0.022559242,14,0.002194357,145,0.01440779,4.47E-07,1.57E-06,9.52E-07,7.53E-07,21.57673164,22.29920052,9.797479146,11.1063666,3.483097618,5.932866912,4.24083315,5.539480167,0.080507751,0.087369209,0.072334266,0.076916292,0.272081049,0.299739975,0.173208981,0.170348774,7.295456027,11.21801292,7.295456027,94.03911218,705.3805897,94.0274179,705.2910697,29.26461473,228.7937536,0.973763859,0.993505918,9.856796838,17.75392149,0.103028438,0.246316671,0.000928266,0.027035325,0.060263882
674,165,660,Bukit Panjang - Bukit Siguntang,NA,2397.200023,KBA,NA,NA,4,Indonesia,IDN,Lower Middle Income Countries and Territories,yes,338,0.034203603,142,0.026919431,37,0.005799373,142,0.014109698,4.60E-07,9.78E-07,2.07E-06,1.56E-06,24.74650215,32.40593902,13.04342324,20.72867194,16.494525,32.11411234,3.337044502,3.726341229,0.024544349,0.02493302,0.047952975,0.041790444,0.059851,0.057329244,0.155653096,0.155894669,11.2441752,12.24599464,11.2441752,67.26089563,317.5708089,67.25843237,317.5586011,14.40355828,71.00128025,0.952731891,0.959533284,21.65482317,35.97828682,0.030748995,0.245166659,0.0083,0.120438087,0.073111704
675,698,1294,Manusela,NA,2499.16742,KBA,NA,NA,1,Indonesia,IDN,Lower Middle Income Countries and Territories,yes,132,0.01335762,36,0.006824645,7,0.001097179,47,0.004670111,6.90E-06,2.98E-05,1.79E-05,7.07E-06,NA,#NAME?,17.23499756,19.18425016,6.55518681,7.162351503,8.829066328,9.077687028,0.18682109,0.199066642,0.174999367,0.186868489,0.330467096,0.347222895,0.710721135,0.712278355,9.817138588,11.60162777,9.817138588,147.0715586,583.6558661,146.8644057,582.4802946,58.28788441,232.3140295,1.005991434,1.010957103,3.388585175,5.202972368,0.084012522,0.130100012,4.76E-06,0.012012373,0.049197217
676,531,296,Kayan Mentarang,13605,12808.36857,IUCN,1,II,4,Indonesia,IDN,Lower Middle Income Countries and Territories,yes,356,0.036025096,175,0.033175355,80,0.012539185,174,0.017289348,1.27E-06,1.86E-06,2.25E-05,3.79E-06,36.50630598,40.95803087,21.43876808,25.89024144,53.19626824,103.7637067,13.1643542,34.51126202,0.027849043,0.029767559,0.040311543,0.0440411,0.093170301,0.102874683,0.153401674,0.156898934,2.187093261,4.156693895,2.187093261,147.2360257,1776.492099,147.232207,1776.446403,58.40605456,698.2839467,0.95514685,0.977002093,0.20958934,0.602050798,-0.025557673,0.280133367,4.96E-05,0.006383008,0.133866339
677,650,297,Lorentz,24500,23618.99655,IUCN,1,II,1,Indonesia,IDN,Lower Middle Income Countries and Territories,yes,408,0.041287189,106,0.020094787,50,0.007836991,101,0.010035771,2.31E-06,1.55E-05,6.53E-05,1.43E-05,86.78696082,90.86570416,29.84848294,44.50353461,44.35090475,65.55302872,15.66278489,26.8636003,0.174032513,0.188855561,0.193984826,0.208107583,0.256760563,0.26917493,0.503728402,0.500302107,2.65090705,6.561097889,2.65090705,154.6094312,2670.312482,154.5996221,2670.109703,63.36927372,1067.184051,0.893064777,0.982274901,0.087031057,1.335372925,0.021374103,0.287150025,5.35E-09,0.001553262,0.044812594
678,293,1248,Dibang Wildlife Sanctuary,NA,4661.196162,KBA,NA,NA,4,India,IND,Lower Middle Income Countries and Territories,yes,472,0.047763611,112,0.021232227,48,0.007523511,91,0.00904213,8.28E-07,1.33E-06,4.32E-05,7.20E-06,28.63434382,36.00863403,7.492032649,10.64871659,47.47919757,83.89573569,2.250339338,10.35291909,0.075635556,0.072689591,0.118222736,0.117381052,0.158240415,0.143039312,0.392985852,0.3959639,1.96306856,3.641679431,1.96306856,54.94536385,485.55326,54.9415702,485.5237115,12.42271236,124.0727776,0.772797998,0.884613662,-0.083150629,0.189727782,0.143654239,0.842599973,2.86E-08,0.019562998,0.003561801
679,130,677,Bhal area,NA,2790.282497,KBA,NA,NA,4,India,IND,Lower Middle Income Countries and Territories,yes,200,0.020238818,67,0.012701422,7,0.001097179,60,0.005961844,2.57E-07,4.32E-07,2.34E-07,4.55E-07,5.91134309,6.003519291,2.461761716,2.533105213,0.68413625,0.80865702,1.183854179,1.297149065,0.043237986,0.048117239,0.049437444,0.055323342,0.067659055,0.090191566,0.235102672,0.2232315,15.48390144,17.41687887,15.48390144,2.889101696,19.91600959,2.885614096,19.89127757,0.001449046,1.009678334,0.901036741,0.912041584,-0.120564424,3.112396257,0.116713112,0.128166661,1.16E-05,0.071644727,-0.015389838
680,1111,680,Simlipal National Park,NA,2361.409144,KBA,NA,NA,4,India,IND,Lower Middle Income Countries and Territories,yes,257,0.026006881,65,0.012322275,22,0.003448276,83,0.008247218,2.63E-07,3.85E-07,1.67E-05,5.29E-07,9.011612208,9.098099381,2.908358148,3.476103724,5.002775176,5.40860203,1.627076894,1.7551905,0.0453467,0.041793922,0.052477841,0.046020214,0.070897829,0.059478148,0.326641837,0.376107505,13.64855985,17.5510437,13.64855985,48.86000882,166.633752,48.85663147,166.619897,2.432092956,8.016178785,0.952391924,0.963499145,0.330212284,1.294693005,-0.11879383,-0.046083331,0.000143561,0.221315602,-0.013593095
681,1291,678,Wild Ass Wildlife Sanctuary,NA,5221.009238,KBA,NA,NA,4,India,IND,Lower Middle Income Countries and Territories,yes,195,0.019732848,61,0.011563981,8,0.001253918,62,0.006160572,2.70E-07,5.07E-07,2.54E-07,7.27E-07,5.584936753,5.788942532,2.421912088,2.591470409,0.48485356,0.547946767,3.400590527,3.957931376,0.043845848,0.049349965,0.051540513,0.06006888,0.045886786,0.070466922,0.176690534,0.177165671,11.44059848,15.72569131,11.44059848,1.87651491,16.33005781,1.874660402,16.31317455,0.00077797,1.005202404,0.960250236,0.995729512,0.312514404,0.846359255,0.083223434,0.143083334,0.000149643,0.100052468,-0.008172714
682,493,679,Jawaharlal Nehru Bustard Sanctuary,NA,10660.02609,KBA,NA,NA,4,India,IND,Lower Middle Income Countries and Territories,yes,223,0.022566282,73,0.013838863,18,0.002821317,77,0.007651033,2.99E-07,3.37E-07,5.51E-07,1.90E-06,6.346230907,8.130869205,2.540833958,3.130558094,2.138836449,16.76180604,2.751557004,7.374273668,0.060235437,0.058089564,0.064418742,0.063830288,0.082796741,0.082946061,0.271849267,0.273590781,19.15840877,22.58882959,19.15840877,3.05319672,37.16707445,3.044046478,37.08931905,0.008117836,1.077038938,0.901767548,0.918481485,0.178070283,1.016006471,0.076815687,0.216566682,0.009056659,0.089101299,-0.008437574
683,992,674,Rajiv Ghandi Wildlife Sanctuary (Nagarjunasagar Srisailam Tiger Reserve),NA,5212.592829,KBA,NA,NA,4,India,IND,Lower Middle Income Countries and Territories,yes,199,0.020137624,69,0.013080569,20,0.003134796,72,0.007154213,2.81E-07,4.58E-07,2.44E-06,7.02E-06,7.45793429,8.286272339,2.715468212,2.851548418,2.600824524,3.213121208,5.226112168,8.101258203,0.03834501,0.039188495,0.045740574,0.04602353,0.041188111,0.043095531,0.298665985,0.311244519,14.46045171,17.54690642,14.46045171,16.22868956,110.3859013,16.2216081,110.3397907,0.949187145,7.284205776,0.914725023,0.956223603,0.014459763,0.082824707,0.023025561,0.156750023,2.68E-05,0.26824172,-0.036511945
684,380,683,Gangotri National Park,NA,2411.853,KBA,NA,NA,8,India,IND,Lower Middle Income Countries and Territories,yes,369,0.037340619,96,0.018199052,8,0.001253918,59,0.00586248,5.80E-07,8.33E-07,2.58E-06,1.12E-06,11.36961384,16.07571697,3.730067538,4.142254654,3.509135306,6.905646226,3.709036617,3.854957548,0.068392632,0.082780817,0.085465142,0.093318609,0.10137111,0.102991596,0.509268345,0.524991959,4.298860782,7.59564336,4.298860782,16.10835435,92.38960096,16.10637951,92.38023943,3.147182367,18.41195054,0.815703138,0.958439188,-0.439083923,-0.189102173,0.153418593,0.206716657,1.67E-05,0.018681288,0.02712598
685,76,682,Askot Wildlife Sanctuary and Goriganga Basin,NA,2022.457454,KBA,NA,NA,4,India,IND,Lower Middle Income Countries and Territories,yes,407,0.041185995,106,0.020094787,14,0.002194357,56,0.005564388,8.58E-07,7.42E-07,1.27E-05,1.27E-06,16.23546392,18.89556075,4.501138928,4.727240787,9.183336931,14.35061027,3.790913186,4.195696584,0.059240716,0.048518386,0.068385595,0.061190332,0.085029967,0.075118025,0.515759377,0.50164946,7.436642586,11.0443162,7.436642586,29.61138577,73.61448294,29.60839484,73.60656489,6.460866978,15.79705432,0.907515689,0.969779232,-2.035623722,-0.081497192,0.186875204,0.256416678,3.33E-06,0.02261256,0.007126794
686,545,681,Khangchendzonga National Park and Biosphere Reserve,NA,2428.83923,KBA,NA,NA,4,India,IND,Lower Middle Income Countries and Territories,yes,536,0.054240032,159,0.03014218,33,0.005172414,111,0.011029412,7.74E-07,1.99E-06,1.28E-05,1.55E-05,21.823383,25.63912902,11.74923429,12.60417208,33.30853986,41.39599379,10.80698533,18.75030366,0.071180535,0.073097717,0.086030501,0.083063974,0.102937366,0.083242791,0.367686718,0.380773699,6.63898856,10.81696333,6.63898856,41.08398018,178.6419299,41.08072396,178.6283205,6.359211437,27.20936851,0.918193827,0.978603105,0.094529404,0.563583376,0.065792638,0.899383353,3.38E-05,0.056871778,-0.014374432
687,381,187,Gangotri,2390.02,266.5582782,IUCN,1,II,8,India,IND,Lower Middle Income Countries and Territories,yes,321,0.032483303,89,0.016872038,7,0.001097179,53,0.005266296,6.18E-07,8.75E-07,2.92E-06,1.20E-06,9.772962188,14.14218829,3.520850873,4.142254654,2.896135918,4.003243615,3.658001736,3.854957548,0.079401453,0.094498694,0.091040232,0.104194981,0.108007282,0.123359515,0.529411489,0.550591375,3.498733623,5.423124836,3.498733623,4.701888614,51.09476935,4.700157736,51.08851927,0.477248932,10.88207345,0.754358865,0.927024872,-0.457853758,-0.189102173,0.147546849,0.206716657,0,0.014354747,0.025602405
688,714,1249,Mechuka - Monigong - Jorgging,NA,3700.732102,KBA,NA,NA,8,India,IND,Lower Middle Income Countries and Territories,yes,486,0.049180328,105,0.019905213,43,0.006739812,91,0.00904213,7.12E-07,1.14E-06,8.79E-06,2.76E-06,22.1120938,27.1409001,5.347907642,5.596323106,27.76248785,39.77532888,5.524035304,9.320883323,0.142169333,0.181916114,0.188151118,0.233103918,0.258430845,0.323240563,0.427014548,0.446275371,3.31690375,4.764597382,3.31690375,72.90834422,553.5160686,72.90462434,553.4893238,19.21335212,151.2825444,0.831190869,0.955641407,0.098233364,0.198043821,-0.039360212,0.162349999,9.95E-07,0.024753311,0.009579641
689,783,1303,Namdapha - Kamlang,NA,2561.973359,KBA,NA,NA,4,India,IND,Lower Middle Income Countries and Territories,yes,540,0.054644809,153,0.029004739,41,0.006426332,110,0.010930048,8.61E-07,1.78E-06,2.23E-05,1.58E-06,32.74438742,34.12734697,12.38800816,13.20426543,31.19944435,35.09546401,3.941799232,4.888886486,0.078013871,0.071065836,0.104549934,0.102605522,0.110172675,0.103590606,0.328823122,0.311778994,4.010381849,6.179735506,4.010381849,92.96336496,370.1931537,92.95956329,370.177882,22.64362776,81.13534804,0.951256938,0.972919664,0.493158387,2.99786378,0.028839137,0.074283302,3.55E-06,0.057010106,0.000499715
690,582,675,Kurseala River Course and Diyara Floodplain,NA,2213.180818,KBA,NA,NA,4,India,IND,Lower Middle Income Countries and Territories,yes,221,0.022363894,51,0.009668246,13,0.002037618,91,0.00904213,2.56E-07,3.08E-07,3.80E-07,8.65E-07,6.93586343,9.427681068,2.018717607,3.246737012,1.8689186,5.24129316,1.979076762,3.038650555,0.0786184,0.076513934,0.086309617,0.082188765,0.10765166,0.100597839,0.304782748,0.300440949,19.86958475,20.21882219,19.86958475,10.3005266,25.18171812,10.29079702,25.12656,1.934399675,4.306627139,0.778353511,0.781780847,0.279751771,0.447906491,0.073205346,0.077883333,8.78E-05,0.062165662,-0.005679551
691,115,676,Banni Grassland and Chhari Dhand,NA,2643.129614,KBA,NA,NA,4,India,IND,Lower Middle Income Countries and Territories,yes,181,0.01831613,52,0.00985782,7,0.001097179,59,0.00586248,2.69E-07,4.58E-07,2.44E-07,6.67E-07,5.132043501,5.386675222,1.963955725,2.180662237,0.404400046,0.42668636,2.531251264,3.148385527,0.104838708,0.113977646,0.103490974,0.112673792,0.052948978,0.033936911,0.221797005,0.216999507,7.533931824,11.77232479,7.533931824,2.685453414,18.4221628,2.681021341,18.39881754,0.000100386,1.000506759,0.994171088,0.999526367,-0.108140887,0.350219728,0.117901763,0.135566652,0.000923188,0.123889753,-0.010423904
692,444,185,Hemis,3350,3494.320821,IUCN,1,II,8,India,IND,Lower Middle Income Countries and Territories,yes,185,0.018720907,63,0.011943128,8,0.001253918,43,0.004272655,4.85E-07,8.85E-07,2.26E-06,1.20E-06,3.407282342,8.368785579,2.85039489,3.178957381,1.578952318,2.023214063,2.374847566,2.609679033,0.07140347,0.090383749,0.081469441,0.102387793,0.162605385,0.208015299,0.614459335,0.684903607,2.585427312,3.92707102,2.585427312,1.063530764,10.45222765,1.058119178,10.42838295,0,1.148934541,0.748619763,0.842298703,-0.001375946,0.005874634,0.282555967,0.750450005,3.68E-09,0.014663827,-0.001882442
693,290,186,Desert,3162,2722.889382,IUCN,1,II,4,India,IND,Lower Middle Income Countries and Territories,yes,113,0.011434932,44,0.008341232,6,0.000940439,54,0.00536566,2.34E-07,5.11E-07,2.64E-07,4.00E-06,2.643738235,3.037270661,1.937622815,1.999306719,0.401725661,0.404112586,6.124875359,13.3605077,0.116211361,0.123807154,0.109723517,0.119137953,0.039726551,0.035709987,0.229967419,0.241177152,5.44661847,6.628307638,5.44661847,1.949930654,7.273026818,1.948255318,7.267600655,0,1.001,0.990873318,1.01306249,-0.018265183,0.173461912,0.056230152,0.070316669,1.09E-05,0.008731593,-0.000501594
717,448,1212,Hisma Basin - Rum,NA,2106.491848,KBA,NA,NA,8,Jordan,JOR,Lower Middle Income Countries and Territories,yes,89,0.009006274,49,0.0092891,2,0.00031348,72,0.007154213,2.58E-07,5.37E-07,3.19E-07,8.12E-06,2.127857107,2.401832048,1.558889376,2.030885269,0.02699102,0.055436438,8.604768126,19.23561308,0.139257468,0.139407014,0.141728496,0.141957756,0.12970735,0.130507415,0.409700158,0.409916619,4.71537355,6.225413548,4.71537355,1.279176479,4.752426418,1.279176479,4.752426418,0,1.001,0.849647678,0.87654563,-0.039195042,0.050125123,0.005528821,0.0093,0.000144191,0.000558292,0.026250111
750,1202,194,Tsavo West,9065,7077.698047,IUCN,1,II,3,Kenya,KEN,Lower Middle Income Countries and Territories,yes,592,0.059906901,237,0.04492891,66,0.010344828,160,0.015898251,2.07E-06,3.63E-06,2.42E-05,7.64E-06,28.13059395,35.84413006,13.86863494,17.16716532,48.51463459,105.6673518,11.88460609,30.89797343,0.065245194,0.076124534,0.075024458,0.084922666,0.118800744,0.138192817,0.404875074,0.421699957,6.925571778,9.060255642,6.925571778,44.86122185,420.5783249,44.85720427,420.5390505,9.680975109,88.3696984,0.776599442,0.873790377,-0.701180018,0.307189949,0.151210588,0.208033338,0.000456697,0.097358937,-0.002961014
751,1201,193,Tsavo East,11747,13511.8775,IUCN,1,II,3,Kenya,KEN,Lower Middle Income Countries and Territories,yes,523,0.052924509,205,0.038862559,54,0.00846395,145,0.01440779,1.86E-06,2.29E-06,1.29E-05,6.56E-06,22.74171769,34.43450592,10.48361701,13.77897493,23.43636861,76.48601879,6.274137323,34.48481201,0.061256215,0.062106156,0.075787351,0.07925316,0.133392869,0.130039811,0.420307791,0.437714702,3.613162194,8.255470827,3.613162194,45.74432714,471.5088518,45.74069359,471.4701548,9.537275666,89.75333853,0.679619494,0.82127321,0.073971539,4.044692977,0.194716324,0.313350007,6.63E-06,0.009365594,-0.000781109
752,617,583,Lake Turkana,NA,7335.491399,KBA,NA,NA,3,Kenya,KEN,Lower Middle Income Countries and Territories,yes,442,0.044727788,165,0.031279621,23,0.003605016,94,0.009340223,4.48E-07,2.79E-06,7.78E-06,1.51E-05,11.80840649,15.98535958,7.656079149,12.11065075,1.552917852,2.344352455,5.552022463,28.84001552,0.059297058,0.065680117,0.068365808,0.075519422,0.089690769,0.092824452,0.455154351,0.466167687,3.47548642,5.77543107,3.47548642,15.83831068,179.1044827,15.83048089,179.0427251,1.687338348,32.33334651,0.783360999,0.878510619,0.068501755,0.39176941,0.152935399,0.262816668,0.000180298,0.020868071,0.002594836
753,705,584,Masai Mara,NA,5751.506099,KBA,NA,NA,3,Kenya,KEN,Lower Middle Income Countries and Territories,yes,590,0.059704513,214,0.04056872,46,0.007210031,97,0.009638315,6.08E-07,6.49E-07,2.49E-06,1.81E-06,22.73347274,25.53861034,9.965096437,11.92484323,10.06651306,14.04572802,5.060423848,6.930611873,0.081978064,0.084119198,0.099040493,0.098518026,0.16508172,0.165744874,0.468205634,0.464024556,7.304861901,15.94719377,7.304861901,41.73321376,274.0300823,41.72925797,274.0036243,19.03501782,105.0903737,0.890145479,0.945687053,2.507090862,8.479751618,0.12315803,0.276766658,0.001313239,0.16634371,-0.032942388
754,797,514,Mount Kenya National Park/Natural Forest,2023.34,1989.240249,WHS,1,Not Applicable,3,Kenya,KEN,Lower Middle Income Countries and Territories,yes,557,0.056365108,194,0.036777251,40,0.006269592,114,0.011327504,7.15E-07,2.23E-06,1.30E-05,4.87E-06,26.51772584,26.81536417,19.488677,20.27085633,17.57126059,18.27517235,10.70851314,12.1940315,0.047064939,0.053685603,0.060081472,0.073603328,0.116335828,0.112479936,0.4914141,0.503883843,9.911971712,12.40476646,9.911971712,48.68179648,175.6238624,48.67773398,175.6034218,16.11526151,61.80266715,0.872326768,0.895110095,-2.080951623,-0.455184937,0.01721875,0.143649966,0.010258645,0.181131752,-0.028513298
755,149,999,Boni and Dodori National Reserves,NA,2150.616387,KBA,NA,NA,3,Kenya,KEN,Lower Middle Income Countries and Territories,yes,300,0.030358227,108,0.020473934,20,0.003134796,86,0.00854531,6.10E-07,1.37E-06,6.74E-07,1.87E-06,13.91771511,16.92571004,8.727076009,12.53855255,6.471480297,14.59912996,4.613577295,4.862407418,0.086256208,0.084132593,0.087318227,0.089044758,0.170620515,0.160770258,0.570266454,0.57913455,4.992453612,9.428255684,4.992453612,51.34368529,205.7100974,51.33735648,205.6864489,2.869511131,14.83956767,0.774412046,0.8233418,-1.078294813,-0.226211545,0.203340889,0.215849996,7.64E-06,0.007288386,-0.0024772
756,294,582,Dida Galgalu desert,NA,6228.584289,KBA,NA,NA,3,Kenya,KEN,Lower Middle Income Countries and Territories,yes,298,0.030155839,101,0.019146919,10,0.001567398,68,0.006756757,4.75E-07,8.43E-07,6.46E-07,5.41E-07,13.7300236,15.02501671,5.332988739,6.377474141,1.948110792,2.222862086,1.803678434,1.905899437,0.062903542,0.059521774,0.074796693,0.072731619,0.133688226,0.147017002,0.531525701,0.538568737,2.81998067,4.785228912,2.81998067,27.11047911,175.0470313,27.10659165,175.023455,2.545476718,19.36577185,0.779320763,0.79448174,0.747818954,1.726882938,0.210040668,0.230683327,0.000391838,0.033209067,-0.000123047
757,708,585,Mau forest complex,NA,2725.121192,KBA,NA,NA,3,Kenya,KEN,Lower Middle Income Countries and Territories,yes,619,0.062639142,231,0.043791469,47,0.007366771,106,0.010532591,8.08E-07,1.41E-06,8.37E-06,1.61E-06,27.47422752,28.36531437,13.34509214,14.23387396,15.4409806,18.9579637,4.677084554,4.989499518,0.069030866,0.068324417,0.073903446,0.074303394,0.104360925,0.100715473,0.427839639,0.426987735,13.84916864,16.61175778,13.84916864,52.60397232,256.6153142,52.60019931,256.5953207,12.74128977,69.85049472,0.950088923,0.956051843,2.391123886,8.479751618,0.044825906,0.084866703,0.001067465,0.176777304,-0.018753388
758,481,4,Issyk-Kul,196.61,6315.429525,IUCN,1,Ia,8,Kyrgyzstan,KGZ,Lower Middle Income Countries and Territories,yes,216,0.021857923,61,0.011563981,1,0.00015674,16,0.001589825,1.30E-07,6.78E-07,3.99E-06,2.36E-06,2.357402493,2.621981082,1.48582906,1.634494533,0.346892428,0.346892428,1.199141737,1.751709183,0.028100384,0.029797169,0.050784687,0.054026928,0.085652729,0.081521608,0.67992916,0.673289507,8.036510599,9.247444747,8.036510599,16.97706516,170.2503797,16.97361289,170.2177617,6.978065833,71.5853324,0.78565234,0.806627124,0.27004983,3.065124507,0.158707057,0.250183344,1.33E-06,-0.005903101,0.009708293
759,317,1237,Eastern Alai,NA,2951.586344,KBA,NA,NA,8,Kyrgyzstan,KGZ,Lower Middle Income Countries and Territories,yes,198,0.02003643,52,0.00985782,1,0.00015674,24,0.002384738,1.55E-07,1.54E-06,8.52E-05,2.98E-06,2.531679693,2.640293091,2.489640924,2.693669494,NA,#NAME?,2.652098302,4.550600932,0.072959111,0.075555122,0.1120361,0.113597522,0.206217379,0.203648454,0.583045803,0.573985284,4.719513625,7.41769707,4.719513625,3.78986769,21.4904264,3.788072099,21.48029636,0.427659754,3.345529729,0.808988372,0.830895392,0.750068405,1.064590458,0.162500661,0.321866691,0,-0.001539013,0.011753256
785,323,1251,Eastern Middle Atlas Mountains,NA,3525.266018,KBA,NA,NA,8,Morocco,MAR,Lower Middle Income Countries and Territories,yes,156,0.015786278,55,0.01042654,9,0.001410658,43,0.004272655,2.51E-07,8.09E-07,6.01E-06,3.49E-06,9.414657167,10.65038948,3.103608192,3.29426286,4.172594759,5.270388281,4.170726688,5.637506282,0.136867411,0.139876463,0.165795319,0.172615779,0.199519558,0.196550621,0.520611867,0.542182031,9.717209241,11.24790031,9.717209241,48.00504405,183.4901211,48.00020094,183.4731041,29.31996081,115.0038117,0.81742577,0.8537243,-0.474969484,2.457504269,-0.223268288,-0.112550005,5.15E-06,-0.006232166,-0.003137372
786,871,1202,Oued Mird,NA,4577.105161,KBA,NA,NA,8,Morocco,MAR,Lower Middle Income Countries and Territories,yes,108,0.010928962,48,0.009099526,6,0.000940439,51,0.005067568,2.00E-07,3.31E-07,1.68E-06,1.07E-06,1.818137748,2.344623968,1.497550284,1.869327912,0.564226216,1.359992177,2.328049988,4.190755397,0.185815365,0.186136694,0.201912057,0.197618418,0.250139382,0.254664863,0.341433777,0.349959851,5.649495186,7.113698507,5.649495186,27.81441705,57.00754656,27.81441705,57.00754656,16.58491629,36.00772582,0.961786346,1.004941521,0.094083283,0.147613526,-0.001381316,0.013949998,2.88E-05,0.002776805,-0.02600229
787,1262,1213,Wad Lakhdar,NA,3323.899324,KBA,NA,NA,8,Morocco,MAR,Lower Middle Income Countries and Territories,yes,156,0.015786278,56,0.010616114,6,0.000940439,45,0.004471383,2.53E-07,5.16E-07,1.13E-06,4.06E-06,4.70211474,6.017006396,2.615753725,2.868710004,1.723134498,1.73438236,10.82494143,14.46337276,0.147817562,0.151237743,0.191739358,0.202237822,0.157385597,0.171109658,0.519479272,0.519076496,11.96946506,15.47232599,11.96946506,46.11019287,176.5109901,46.10671746,176.4985245,30.35040665,110.6192795,0.849448663,0.865763866,-0.084750441,0.822204596,-0.15751913,-0.138300002,9.79E-05,-0.024114557,-0.000378925
788,759,1201,Msseyed,NA,3533.107647,KBA,NA,NA,8,Morocco,MAR,Lower Middle Income Countries and Territories,yes,94,0.009512244,44,0.008341232,4,0.000626959,54,0.00536566,1.46E-07,9.86E-07,1.57E-06,1.21E-06,2.015119935,2.575023276,2.391636757,3.102790654,0.199395737,0.277850903,3.305271687,4.350866309,0.115850917,0.114706696,0.114400711,0.112908538,0.191055347,0.192170238,0.374847404,0.392309081,3.943299956,7.515328156,3.943299956,57.14963666,58.14963666,57.14963666,58.14963666,9.921847843,10.92184784,0.787967515,0.811871515,0.332555175,0.49067688,-0.011905116,0.002616666,6.08E-09,0.000701813,0.00106291
789,977,1200,Région Fouchal - Matarka,NA,3235.155023,KBA,NA,NA,8,Morocco,MAR,Lower Middle Income Countries and Territories,yes,117,0.011839709,53,0.010047393,7,0.001097179,41,0.004073927,1.87E-07,5.17E-07,1.58E-06,1.37E-06,2.691287294,4.751927803,2.195013896,2.419153007,1.325195936,2.002662441,1.119155458,2.384425023,0.151356187,0.153428895,0.157292097,0.161193359,0.188127064,0.181433007,0.457282772,0.469658625,5.886079355,7.837708349,5.886079355,39.99331916,87.57676953,39.98863855,87.56742797,2.714481162,15.93735851,0.713758482,0.751441876,0.080498062,1.271209718,-0.022334652,-0.005200002,4.38E-07,0.00430089,-0.010757048
842,324,75,Eastern Mongolian Steppe,5703.74,5029.123409,IUCN,1,Ib,8,Mongolia,MNG,Lower Middle Income Countries and Territories,yes,133,0.013458814,47,0.008909953,1,0.00015674,11,0.001093005,1.30E-07,2.42E-07,1.90E-07,2.12E-07,1.270574425,1.475421064,0.796564531,0.851138803,0.028955725,0.074094402,0.07285772,0.078450029,0.067157602,0.070941402,0.107614726,0.11144218,0.095665289,0.097943487,0.388803995,0.394307464,4.814655343,6.140178272,4.814655343,5.100570182,41.54779011,5.099491683,41.53871935,0.000186114,1.002316467,0.528791539,0.565168183,8.254587012,13.99366758,0.10303196,0.15351665,0,-0.000160445,-0.024266484
843,849,72,Numrug,312.05,3116.365343,IUCN,1,Ib,8,Mongolia,MNG,Lower Middle Income Countries and Territories,yes,143,0.014470755,51,0.009668246,5,0.000783699,13,0.001291733,1.26E-07,2.37E-07,2.04E-07,2.14E-07,1.553770485,1.610661915,0.804644735,0.829773867,0.198800094,0.225232583,0.087270769,0.094271143,0.077499504,0.07826928,0.091471834,0.091880518,0.146663798,0.148604556,0.456918388,0.454494596,7.08190108,7.278718455,7.08190108,12.89428918,51.8993412,12.8924126,51.89171375,1.58110852,7.569434526,0.641423447,0.716178456,2.046682907,5.002334575,0.037365548,0.101083338,0,-0.01688287,-0.012699307
844,772,206,Myangan-Ugalzat,3037.75,2977.057116,IUCN,1,II,8,Mongolia,MNG,Lower Middle Income Countries and Territories,yes,152,0.015381502,62,0.011753555,0,0,19,0.001887917,1.43E-07,6.93E-07,NA,2.38E-07,1.435005429,1.750682901,1.083109637,1.39653903,NA,#NAME?,0.123981643,0.199210426,0.062539212,0.073272538,0.085524346,0.103438163,0.215125948,0.208254029,0.414846045,0.456192085,4.312989152,4.419656493,4.312989152,2.417241014,19.88187758,2.414525303,19.86114505,2.18E-05,1.003590225,0.590238783,0.683551349,3.614796768,4.37612915,0.072981367,0.217550002,0,-1.85E-07,-0.061970709
