"","SP_ID","Int_Name","PA_type","PA_DEF","IUCN_CAT","RealmNr","Large_size","Hig_SR_B","High_SR_M","High_SR_A","High_SR_R","High_SE_B","High_SE_M","High_SE_A","High_SE_R","High_ED_B","High_ED_M","High_ED_A","High_ED_R","High_CS_B","High_CS_M","High_CS_A","High_CS_R","Low_HFP","High_CaS","High_VCaS","High_ICaS","High_BII","Low_BTAC","Low_FCC","Low_BCrop","Low_Crop","Low_Pasture","Biodiversity","Wilderness","ClimateStability","LandUseStability","ClimateProtection","Size"
"20",1191,"Aladafülar","KBA",NA,NA,8,0.00760749159226007,0.325131800090369,0.238738730390188,0.100000010633333,0.347222189219136,0.0990566037735849,0.313309276162174,0.029296154541973,0.101695651229944,0.0998641542695748,0.122567772614952,0.0260152239185184,0.298790341557547,0.302029668173508,0.34170778779372,0.150177796656177,0.28845017229001,0.427305084472557,0.23614993956187,0.236124012899082,0.0370309422780325,0.78852918201927,0.317414914695318,0.257709534177851,0.00773788209748682,0.426732472510749,0.761258221470646,0.248225242755057,0.629294345981885,0.787074811478332,0.497275477297215,0.184645405284923,0.629434011075487
"23",1235,"Alborz-e Markazi Protected Area","KBA",NA,NA,8,0.0124481053010816,0.316344461652169,0.301801806939372,0.166666648944445,0.5,0.0943396226415094,0.162598174485247,0.0511466828313586,0.195868342777742,0.0677308621908194,0.187023092519882,0.0358200523834262,0.430929810091388,0.424014529553044,0.547198609479429,0.119063453142225,0.201187058077405,0.621676284250588,0.245804036645938,0.245778818609284,0.00282737858740241,0.734959834577453,0.455961813232154,0.306681838100534,8.32202733747806e-06,0.688729256727117,0.199665353009369,0.303052623098836,0.379200518739423,0.740207994635442,0.714189954108975,0.179245436177618,0.666832417626963
"24",1184,"Alcudia valley and mountain range","KBA",NA,NA,8,0.00684763616952437,0.270650249671597,0.202702710409058,0.249999973416667,0.159722250371914,0.0981132075471698,0.154107408193589,0.0245971162001696,0.0384615384615385,0.0711643593346011,0.0993123886665725,0.0956560241162063,0.155563612041454,0.326652078140897,0.472982584835245,0.367645808741302,0.451872753436462,0.402130096694934,0.253516018491083,0.253493945177061,0.0190124635119114,0.611724572707832,0.308242732702556,0.184723962497665,0.00969241328867433,0.264321011053238,0.632560176804959,0.183594589655593,0.537110947361446,0.614092962995592,0.701364856967056,0.190706245431623,0.621442759625906
"27",196,"Altai Tavan range","IUCN",1,"II",8,0.0197017225132259,0.420035142059482,0.378378388011322,0.033333372322221,0.10416666375463,0.0509433962264151,0.050520059435364,0.000138621631083199,0.00223083436461929,0.0645809981655387,0.0727301279430327,0.000633869418363901,0.00534941573275481,0.240111298377973,0.272686662609841,0.275226690837746,0.230987829301911,0.243598863889158,0.234026853217861,0.233995590317515,0.202402607435773,0.339640166336793,0.385063777222821,0.438752533512253,0,0.476034555079967,0.703475047363913,0.124952428992617,0.4139208739657,0.763221135098822,0.508723041942531,0.243058542198333,0.701704664868202
"28",7,"Altan Els","IUCN",1,"Ia",8,0.00461491613115947,0.404217915503411,0.324324322397736,0.033333372322221,0.0694444657993828,0.039622641509434,0.0221821269369561,9.75050455924195e-05,0.00228511257300419,0.0663920608508829,0.0465606002145886,0.00209593473234153,0.00475573307341668,0.106609520913424,0.156891562997133,0.163278542060053,0.28934575863324,0.230210300996481,0.119492281486432,0.119476784913963,0.0664152045100784,0.133511694282452,0.660013568149414,0.459932720392649,0,0.469415935970783,0.617956856138185,0.102444939784977,0.11128152994264,0.836937401093065,0.573754412993406,0.110715218040077,0.591478089739377
"29",1169,"Altay forest and steppe","KBA",NA,NA,8,0.0845483028222395,0.449912127483984,0.450450451734843,0.033333372322221,0.152777810780864,0.0556603773584906,0.0558267883676502,0.000138621631083199,0.00453765822097744,0.0602448708251064,0.0878667548342071,0.000704368650053251,0.00749358005188828,0.24447241106656,0.24896317983016,0.346478328621722,0.169409387039114,0.302347423653776,0.254649885470496,0.254629199807817,0.1874969467664,0.412374454164687,0.418575307789516,0.464934803930489,0.000368001575840773,0.475577445583974,0.763820479794391,0.148557158508199,0.401285838257102,0.755808827578432,0.466193336571255,0.252611930807482,0.812345073182275
"33",191,"Altun Emel","IUCN",1,"II",8,0.00615621254992367,0.377855882821501,0.30630630052654,0.033333372322221,0.187500008736111,0.123584905660377,0.0406495436213118,0.21408583733339,0.0114852688942443,0.0898179445854323,0.0965555266138603,0.0176906840135195,0.0528396034544336,0.136811711989882,0.211683617760773,0.183966220647104,0.288438654216647,0.288436527159698,0.0492459882554329,0.0492160608582084,0.00966821973246106,0.489624247169174,0.427694946148727,0.534023079074425,0.00026951152753484,0.486364975320248,0.787007399035679,0.174423277277315,0.454374135679712,0.780247909506893,0.442283239761686,0.0392019741433833,0.613359724710485
"34",1192,"Amanos Mountains","KBA",NA,NA,8,0.0116145431056518,0.274165202414188,0.292792796003774,0.149999962783334,0.354166698699074,0.106603773584906,0.0369348333687115,0.0237747844903541,0.263444712216939,0.0882635388080054,0.0730325277376843,0.0315568675153666,0.408573028713196,0.180878108482003,0.274406453834399,0.086693943420372,0.292773441927688,0.612635697272971,0.394529380810159,0.394503073046736,0.0799889075517188,0.717167556464605,0.352880495589232,0.29261454833655,0.000606973553513308,0.42088702135448,0.763926697136158,0.2484427395554,0.440240683367469,0.867343305024052,0.504550917254115,0.315058431866798,0.661568370068991
"37",1111,"Anabar","KBA",NA,NA,8,0.00657128714375366,0.103690680407313,0.108108107465912,0.0166666861611105,0,0.0660377358490566,0.0042878369772872,0,NA,0.0083862540471853,0.008294993841118,0.00152323175516096,NA,0.495101175739166,0.290161743924721,0.189415483543035,1,0.0339208745423635,0.0877458661609827,0.0718110379138348,0.0260896565697674,0.962828988817975,0.350971126789622,0.301051355270721,0,0.476170790253297,0.741473292689523,0.0172457032256504,0.974925409459628,0.557782968302521,0.4818072246688,0.067305036303527,0.618314532892035
"42",1262,"Anhui Chinese Alligator National Nature Reserve","KBA",NA,NA,8,0.0291867378750513,0.291739896657899,0.378378388011322,0.550000005316666,0.465277802044753,0.183018867924528,0.048609637019741,0.161221655988102,0.0237521439892312,0.130574310960213,0.160865097859609,0.141560245512119,0.317355760513271,0.114562527367441,0.197022502737844,0.0988880774742451,0.00316860871876026,0.669249534276066,0.271013451345248,0.270986896202822,0.000253705215885425,0.760973347678286,0.46177241305557,0.326889542402206,0.023111720544795,0.457033082827892,0.741975344673963,0.348956749154553,0.361489329552319,0.969625132545508,0.478647959120568,0.196590922989864,0.731555570106558
"45",652,"Annapurna Conservation Area","KBA",NA,NA,8,0.0230786110843526,0.824253074930205,0.5,0.33333329788889,0.479166681226852,0.565094339622642,0.124389726172787,0.0473874521579159,0.240376473653358,0.609912390296693,0.435533391573124,0.121060525543953,0.460275491908641,0.101601887705127,0.122249792762253,0.0632448391419373,0.412080563747853,0.275163529930518,0.215555959800465,0.215531332773615,0.0547739301256529,0.620131324553032,0.395092760675555,0.379988852199949,0.000334408070992238,0.49010511432009,0.782846166241739,0.602364157669994,0.568510092660851,0.872141463540025,0.442534648460224,0.176146043959772,0.713720628033185
"47",872,"Anuyskaya","KBA",NA,NA,8,0.0111602340290394,0.405975383191051,0.324324322397736,0.0499999521500014,0.0555555866172841,0.0282075471698113,0.0241986839312248,0.000273718983410045,0.00109099198853644,0.0582562960890512,0.0461751251652066,0.00102176839802952,0.00360205562629002,0.0394386998300249,0.104368089686351,0.0843380623109762,0.544130938666131,0.278889667547869,0.321885645579849,0.321839476719998,0.0888791130452701,0.585043231013897,0.374897343101056,0.349183723092663,0.0594915012250177,0.462139570110339,0.779852591901925,0.100213319657071,0.55646196432303,0.86419355970668,0.422632147573551,0.265601228941804,0.658537952856443
"49",1231,"Arasbaran Protected Area","KBA",NA,NA,8,0.0115051677882306,0.377855882821501,0.355855848791697,0.0833333244722225,0.430555534200617,0.107547169811321,0.16153682869879,0.00702271280182511,0.0311339803295773,0.075729972095913,0.171061652809538,0.00585840567438144,0.184877280223621,0.304082762901092,0.393478077848356,0.28603965114659,0.160720210800362,0.411257510457648,0.148531810124934,0.148513318348321,0.0204628975443738,0.684866357769967,0.343271066127995,0.291411645745189,0.00612317974739211,0.494716270042531,0.436560096912812,0.233555734927127,0.55586764755466,0.783247279549375,0.679607499661646,0.115110612033852,0.660849767429543
